"","ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR"
"590","walking",0.14,0.495,0.365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.025,0.46,0.4,0.075,0.04,0,0,0,0,0,-0.843229,-9.72431,0.300281,57.2727,60,49.25,1.30605,1.87083,1.29379,0.122421,0.175581,0.130152,0.349888,0.419024,0.360766
"591","walking",0.18,0.53,0.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.025,0.44,0.375,0.075,0.085,0,0,0,0,0,-0.965019,-9.5856,0.576572,54,58.6667,45.4762,1.30168,2.25553,1.54583,0.117948,0.202248,0.151142,0.343435,0.44972,0.38877
"592","walking",0.17,0.515,0.315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.495,0.37,0.055,0.07,0,0,0,0,0,-0.81914,-9.66062,0.426176,51.1111,59.0909,45.7143,1.24299,1.82903,1.34889,0.115986,0.17584,0.138659,0.340567,0.419333,0.37237
"593","walking",0.14,0.62,0.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015,0.445,0.375,0.09,0.075,0,0,0,0,0,-0.980233,-9.61272,0.634619,55.8824,65.5172,53.8889,1.20433,2.05126,1.50819,0.113717,0.186582,0.146909,0.33722,0.431951,0.383287
"594","walking",0.115,0.635,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.4,0.475,0.075,0.04,0,0,0,0,0,-0.908508,-9.61073,0.475494,56.0606,61.6129,46.0976,1.10454,1.80242,1.19459,0.110689,0.171404,0.124502,0.332699,0.41401,0.352849
"595","walking",0.13,0.585,0.285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.41,0.46,0.06,0.06,0,0,0,0,0,-0.926472,-9.58968,0.494562,55.4545,65.3571,45.6098,1.18145,2.21993,1.29475,0.11058,0.195273,0.13414,0.332535,0.441897,0.366252
"596","walking",0.14,0.59,0.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.4,0.435,0.075,0.08,0,0,0,0,0,-0.939495,-9.65492,0.668808,61,65.1724,44.6512,1.13417,1.86609,1.45435,0.107486,0.171196,0.145324,0.32785,0.413759,0.381213
"597","walking",0.125,0.6,0.265,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015,0.415,0.46,0.045,0.065,0,0,0,0,0,-0.872877,-9.73109,0.52489,54.2857,64.1379,45.4762,1.18473,2.03513,1.2391,0.109799,0.182224,0.131639,0.33136,0.426877,0.362821
"598","walking",0.13,0.6,0.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.41,0.425,0.065,0.09,0,0,0,0,0,-0.92762,-9.57026,0.743597,56.6667,61.9355,48.25,1.21183,1.93523,1.45714,0.112235,0.175096,0.142672,0.335015,0.418444,0.377719
"599","walking",0.115,0.59,0.295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.435,0.44,0.05,0.065,0,0,0,0,0,-0.849869,-9.70374,0.527435,56.1765,55.7143,44.7727,1.23347,1.86089,1.27738,0.115509,0.170367,0.130333,0.339867,0.412756,0.361016
"600","walking",0.135,0.615,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015,0.42,0.405,0.075,0.085,0,0,0,0,0,-1.00223,-9.57037,0.698399,55.1429,61.3793,43.1111,1.18134,2.05213,1.4438,0.112619,0.186507,0.142518,0.335588,0.431865,0.377516
"601","walking",0.165,0.515,0.32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015,0.46,0.415,0.04,0.07,0,0,0,0,0,-0.907331,-9.7151,0.432787,57.0588,61.5625,48.5,1.24577,1.92003,1.29784,0.114863,0.175993,0.135499,0.338914,0.419515,0.368102
"602","walking",0.16,0.51,0.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015,0.405,0.425,0.06,0.095,0,0,0,0,0,-0.927743,-9.57025,0.665681,61.7241,61,48.5,1.30287,2.14242,1.51924,0.123549,0.190094,0.147191,0.351496,0.435997,0.383655
"603","walking",0.145,0.56,0.29,0.005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,0.44,0.41,0.055,0.075,0,0,0,0,0,-0.88595,-9.66517,0.501561,51.0526,64.2857,46.6667,1.19201,1.9118,1.33865,0.112603,0.175957,0.137456,0.335564,0.419472,0.370751
"604","walking",0.195,0.49,0.315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015,0.45,0.375,0.08,0.08,0,0,0,0,0,-1.00594,-9.6354,0.633077,52.4324,64.1379,44.8837,1.365,2.28723,1.45521,0.120802,0.201598,0.142259,0.347566,0.448996,0.377172
"605","walking",0.135,0.535,0.325,0.005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,0.395,0.465,0.08,0.04,0,0,0,0,0,-0.739761,-9.68987,0.520059,55.1429,68.5714,40.8333,1.16543,1.99045,1.24714,0.107897,0.17639,0.125307,0.328477,0.419989,0.353987
"606","walking",0.165,0.56,0.275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.355,0.48,0.07,0.085,0,0,0,0,0,-0.879366,-9.60114,0.768667,47.8947,60.6667,43.4091,1.2523,2.22824,1.42618,0.115513,0.196836,0.140949,0.339872,0.443662,0.375431
"607","walking",0.175,0.48,0.345,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.435,0.44,0.075,0.04,0,0,0,0,0,-0.788209,-9.75505,0.495747,54.4444,63,45.9524,1.255,2.06486,1.22485,0.115022,0.184298,0.12462,0.339148,0.429299,0.353016
"608","walking",0.15,0.55,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015,0.41,0.42,0.07,0.085,0,0,0,0,0,-0.920253,-9.51286,0.658279,56.9697,62.4138,46.4286,1.25756,2.10419,1.4892,0.117877,0.18966,0.147154,0.343332,0.4355,0.383607
"609","walking",0.15,0.525,0.32,0.005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015,0.405,0.46,0.06,0.06,0,0,0,0,0,-0.774313,-9.70686,0.547658,49.4872,56.5625,44.5455,1.20435,2.05877,1.26602,0.117035,0.188544,0.13218,0.342103,0.434217,0.363565
"610","walking",0.175,0.54,0.285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005,0.425,0.405,0.08,0.085,0,0,0,0,0,-0.892147,-9.55607,0.736311,54.7059,55.5882,46.0976,1.19304,2.072,1.54278,0.110663,0.184561,0.148298,0.33266,0.429605,0.385095
"611","walking",0.135,0.52,0.345,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.39,0.47,0.07,0.06,0,0,0,0,0,-0.761089,-9.64912,0.558359,54.8571,64.6667,45.9524,1.25847,1.99532,1.29353,0.119072,0.180487,0.13329,0.345068,0.424837,0.365089
"612","walking",0.175,0.52,0.305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.415,0.405,0.1,0.07,0,0,0,0,0,-0.919835,-9.63064,0.64153,56.1765,59.0909,44.6341,1.25276,2.053,1.49929,0.114978,0.186757,0.146641,0.339085,0.432154,0.382938
"613","walking",0.11,0.55,0.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005,0.405,0.47,0.07,0.05,0,0,0,0,0,-0.805214,-9.66074,0.547254,51.6216,62.9032,45.1163,1.20211,2.0577,1.2689,0.115398,0.18372,0.132485,0.339702,0.428626,0.363985
"614","walking",0.135,0.59,0.275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005,0.405,0.415,0.09,0.085,0,0,0,0,0,-0.909282,-9.58928,0.720366,50.2564,60,41.5909,1.17516,2.00638,1.46519,0.115438,0.180871,0.141994,0.339761,0.42529,0.37682
"615","walking",0.8,0.175,0.025,0,0,0,0,0,0,0,0,0,0.065,0.115,0.225,0.31,0.22,0.055,0.01,0,0.42,0.495,0.06,0.025,0,0,0,0,0,0,-4.74246,7.96488,-2.27857,39.1837,38.7755,37.2549,2.08024,2.54565,1.24335,0.190279,0.227631,0.12647,0.43621,0.477107,0.355626
"616","walking",0.58,0.35,0.07,0,0,0,0,0,0,0,0,0,0.005,0.075,0.205,0.345,0.27,0.075,0.015,0.01,0.495,0.41,0.06,0.035,0,0,0,0,0,0,-3.06517,9.08734,-2.39442,40.8696,36.9811,39.3878,1.68017,2.30345,1.47501,0.143297,0.201991,0.145617,0.378545,0.449434,0.381598
"617","walking",0.56,0.335,0.095,0.01,0,0,0,0,0,0,0,0,0,0.075,0.17,0.365,0.28,0.105,0.005,0,0.475,0.455,0.035,0.035,0,0,0,0,0,0,-2.64243,9.1612,-2.50931,40.8696,38.0392,38.0392,1.69593,2.15079,1.48526,0.146455,0.182492,0.142956,0.382695,0.427191,0.378095
"618","walking",0.52,0.335,0.14,0.005,0,0,0,0,0,0,0,0,0,0.05,0.165,0.36,0.335,0.07,0.02,0,0.455,0.46,0.055,0.03,0,0,0,0,0,0,-2.24427,9.27264,-2.52339,40.4348,36.9231,42,1.49719,2.12206,1.67427,0.130773,0.181299,0.157147,0.361625,0.425793,0.396418
"619","walking",0.45,0.425,0.115,0.01,0,0,0,0,0,0,0,0,0,0.06,0.12,0.37,0.38,0.06,0.01,0,0.415,0.5,0.045,0.04,0,0,0,0,0,0,-2.08215,9.34926,-2.32984,36.5385,36.9231,41.087,1.49265,1.99385,1.51017,0.135035,0.17057,0.143956,0.367471,0.413001,0.379416
"620","walking",0.445,0.415,0.11,0.03,0,0,0,0,0,0,0,0,0,0.065,0.155,0.35,0.31,0.09,0.03,0,0.45,0.445,0.065,0.04,0,0,0,0,0,0,-2.0101,9.44512,-2.23049,36.3462,34.6296,38.7755,1.58601,2.22624,1.51139,0.147516,0.193431,0.146115,0.384078,0.439808,0.38225
"621","walking",0.42,0.42,0.13,0.03,0,0,0,0,0,0,0,0,0,0.08,0.11,0.41,0.295,0.065,0.04,0,0.435,0.485,0.05,0.03,0,0,0,0,0,0,-1.82343,9.38865,-2.31605,36.9231,40,40,1.50767,2.0753,1.45799,0.137609,0.187302,0.142766,0.370957,0.432784,0.377843
"622","walking",0.385,0.44,0.14,0.035,0,0,0,0,0,0,0,0,0,0.06,0.18,0.325,0.305,0.09,0.04,0,0.425,0.485,0.05,0.04,0,0,0,0,0,0,-1.75145,9.44664,-2.31025,35,38.75,39.1837,1.57321,2.25343,1.48469,0.144988,0.19532,0.146093,0.380774,0.44195,0.382221
"623","walking",0.385,0.475,0.125,0.015,0,0,0,0,0,0,0,0,0,0.06,0.14,0.375,0.32,0.07,0.035,0,0.42,0.485,0.05,0.045,0,0,0,0,0,0,-1.77988,9.45878,-2.28,37.1154,35.7407,38.8,1.44499,2.20091,1.48117,0.134406,0.189612,0.146473,0.366614,0.435445,0.382718
"624","walking",0.395,0.44,0.145,0.02,0,0,0,0,0,0,0,0,0,0.075,0.115,0.37,0.375,0.05,0.015,0,0.46,0.465,0.05,0.025,0,0,0,0,0,0,-1.70824,9.38661,-2.39693,36.7925,37.8431,40.2083,1.53462,2.01482,1.49289,0.138372,0.175856,0.139908,0.371984,0.419352,0.374042
"625","walking",0.38,0.465,0.125,0.03,0,0,0,0,0,0,0,0,0,0.055,0.13,0.4,0.32,0.08,0.015,0,0.47,0.445,0.055,0.03,0,0,0,0,0,0,-1.7081,9.45789,-2.32288,38.2353,38.6,38.9796,1.53738,2.02649,1.44554,0.140911,0.179007,0.140517,0.375381,0.423092,0.374855
"626","walking",0.395,0.455,0.135,0.015,0,0,0,0,0,0,0,0,0,0.065,0.13,0.375,0.34,0.075,0.01,0.005,0.445,0.48,0.045,0.03,0,0,0,0,0,0,-1.75937,9.37288,-2.42088,38.4,36.7925,39.2,1.42673,2.04955,1.49434,0.129525,0.178582,0.142582,0.359895,0.42259,0.377601
"627","walking",0.365,0.5,0.095,0.04,0,0,0,0,0,0,0,0,0,0.085,0.125,0.345,0.335,0.08,0.03,0,0.45,0.465,0.035,0.05,0,0,0,0,0,0,-1.67775,9.45221,-2.23435,39.4,37.6471,40,1.5333,2.24119,1.44351,0.144007,0.195284,0.141035,0.379483,0.44191,0.375546
"628","walking",0.405,0.45,0.105,0.04,0,0,0,0,0,0,0,0,0,0.07,0.115,0.4,0.3,0.1,0.005,0.01,0.425,0.49,0.045,0.04,0,0,0,0,0,0,-1.73303,9.45855,-2.27413,40.2083,36.1111,41.4894,1.50891,2.11761,1.49444,0.136393,0.189536,0.145697,0.369314,0.435357,0.381702
"629","walking",0.405,0.45,0.125,0.02,0,0,0,0,0,0,0,0,0,0.05,0.125,0.395,0.35,0.065,0.01,0.005,0.485,0.415,0.055,0.045,0,0,0,0,0,0,-1.76654,9.43672,-2.41504,36.4706,38.4,41.9565,1.47671,2.02536,1.49732,0.137783,0.179187,0.146661,0.371191,0.423305,0.382963
"630","walking",0.37,0.475,0.13,0.025,0,0,0,0,0,0,0,0,0,0.07,0.145,0.38,0.285,0.1,0.02,0,0.44,0.48,0.045,0.035,0,0,0,0,0,0,-1.66196,9.39527,-2.41782,38.4314,36.6038,40.4255,1.49863,2.14024,1.49743,0.135368,0.184874,0.143117,0.367924,0.429969,0.378308
"631","walking",0.365,0.47,0.155,0.005,0,0,0.005,0,0,0,0,0,0,0.06,0.14,0.345,0.36,0.085,0.01,0,0.455,0.445,0.055,0.045,0,0,0,0,0,0,-1.67333,9.46611,-2.29532,35.9259,37.6923,39,1.47208,2.13346,1.56995,0.140708,0.181894,0.151841,0.375111,0.426491,0.389668
"632","walking",0,0,0,0.055,0.305,0.36,0.13,0.135,0.015,0,0.04,0.23,0.54,0.19,0,0,0,0,0,0,0,0.04,0.575,0.21,0.16,0.01,0.005,0,0,0,8.91813,0.919563,2.62079,42.7907,40.4167,32.931,2.30531,1.35336,1.85936,0.201152,0.120308,0.156938,0.448499,0.346854,0.396154
"633","walking",0,0,0,0.045,0.325,0.315,0.165,0.125,0.025,0,0.035,0.29,0.525,0.14,0.01,0,0,0,0,0,0,0.105,0.48,0.195,0.205,0.015,0,0,0,0,8.95608,0.761772,2.5571,42.6667,40.2128,38.7755,2.33995,1.30842,2.07681,0.20239,0.120262,0.170288,0.449877,0.346789,0.41266
"634","walking",0,0,0,0.065,0.31,0.29,0.165,0.13,0.035,0.005,0.04,0.325,0.445,0.175,0.015,0,0,0,0,0,0,0.14,0.495,0.175,0.165,0.025,0,0,0,0,9.07965,0.758841,2.34594,43.1111,44.186,39.1667,2.5391,1.45282,2.06907,0.220999,0.128778,0.174537,0.470106,0.358856,0.417776
"635","walking",0,0,0,0.075,0.305,0.27,0.175,0.13,0.045,0,0.05,0.3,0.48,0.155,0.015,0,0,0,0,0,0,0.11,0.525,0.165,0.175,0.025,0,0,0,0,9.08447,0.692929,2.37677,43.4091,44.6512,37.1154,2.57422,1.47276,2.00909,0.219884,0.130752,0.16992,0.468918,0.361596,0.412214
"636","walking",0,0,0,0.095,0.28,0.325,0.125,0.125,0.05,0,0.04,0.325,0.445,0.185,0.005,0,0,0,0,0,0,0.11,0.545,0.14,0.18,0.025,0,0,0,0,8.96751,0.780118,2.33087,46.8293,50,41.9149,2.56983,1.52218,2.08794,0.2245,0.132892,0.175281,0.473815,0.364543,0.418665
"637","walking",0,0,0.015,0.115,0.285,0.26,0.165,0.095,0.055,0.01,0.035,0.3,0.505,0.135,0.025,0,0,0,0,0,0.005,0.15,0.4,0.2,0.19,0.05,0.005,0,0,0,8.73577,0.807915,2.7378,38.7755,41.7778,38,2.80614,1.46311,2.29157,0.246342,0.137636,0.191685,0.496329,0.370993,0.437818
"638","walking",0,0,0,0.125,0.25,0.265,0.15,0.155,0.05,0.005,0.085,0.315,0.45,0.14,0.01,0,0,0,0,0,0.015,0.235,0.385,0.185,0.145,0.03,0.005,0,0,0,9.04171,0.52854,2.11604,47.561,48,38.4,2.82957,1.64848,2.27583,0.239481,0.149197,0.19449,0.489368,0.38626,0.44101
"639","walking",0,0,0,0.09,0.25,0.325,0.14,0.145,0.045,0.005,0.04,0.35,0.43,0.155,0.025,0,0,0,0,0,0,0.2,0.44,0.18,0.15,0.025,0.005,0,0,0,9.11264,0.644164,2.12344,46.1905,46.6667,42.5,2.60641,1.51419,2.17323,0.227475,0.136767,0.183302,0.476943,0.36982,0.428138
"640","walking",0,0,0.005,0.1,0.23,0.315,0.185,0.125,0.03,0.01,0.05,0.335,0.435,0.17,0.01,0,0,0,0,0,0.005,0.245,0.4,0.18,0.155,0.015,0,0,0,0,9.16007,0.67898,1.97182,44.4186,45.122,34.4444,2.60133,1.59064,2.15002,0.230721,0.140874,0.179387,0.480335,0.375332,0.423541
"641","walking",0,0,0,0.12,0.215,0.33,0.135,0.14,0.06,0,0.08,0.285,0.445,0.175,0.015,0,0,0,0,0,0.01,0.17,0.435,0.19,0.135,0.055,0.005,0,0,0,9.1089,0.644965,2.2109,39.3878,45.122,35.2727,2.69147,1.68987,2.29225,0.236857,0.151854,0.194187,0.486679,0.389685,0.440667
"642","walking",0,0,0.005,0.125,0.24,0.27,0.17,0.125,0.06,0.005,0.08,0.32,0.405,0.185,0.01,0,0,0,0,0,0.01,0.195,0.45,0.145,0.135,0.065,0,0,0,0,9.016,0.572227,2.30114,43.3333,46.5854,40.625,2.90699,1.65351,2.30312,0.250774,0.145873,0.196534,0.500774,0.381934,0.443322
"643","walking",0,0,0.015,0.12,0.205,0.25,0.21,0.16,0.035,0.005,0.105,0.31,0.415,0.14,0.03,0,0,0,0,0,0.005,0.205,0.425,0.14,0.155,0.065,0.005,0,0,0,9.07547,0.370608,2.31365,46.5854,47.8049,43.5556,2.95185,1.74425,2.37945,0.252755,0.15548,0.200394,0.502748,0.394309,0.447654
"644","walking",0,0,0.025,0.14,0.195,0.28,0.14,0.16,0.045,0.015,0.095,0.325,0.365,0.2,0.015,0,0,0,0,0,0,0.215,0.425,0.145,0.16,0.05,0.005,0,0,0,9.09157,0.464694,2.31905,46.0976,47.25,46.3415,3.08901,1.81457,2.31996,0.266865,0.162671,0.199719,0.51659,0.403325,0.446899
"645","walking",0,0,0.025,0.11,0.21,0.265,0.155,0.16,0.065,0.01,0.065,0.34,0.44,0.14,0.015,0,0,0,0,0,0.005,0.175,0.46,0.175,0.125,0.055,0.005,0,0,0,9.08751,0.491104,2.25263,46.3415,44.6512,40.6522,3.0669,1.60233,2.33839,0.263328,0.14457,0.198609,0.513155,0.380224,0.445656
"646","walking",0,0,0.03,0.145,0.2,0.215,0.175,0.165,0.07,0,0.09,0.27,0.37,0.205,0.055,0.01,0,0,0,0,0.02,0.205,0.42,0.15,0.155,0.045,0.005,0,0,0,9.10649,0.967004,2.21687,46.3415,48.1579,40.4167,3.27933,2.02806,2.38149,0.273152,0.179558,0.205174,0.522639,0.423743,0.452961
"647","walking",0,0,0.035,0.14,0.185,0.255,0.165,0.155,0.06,0.005,0.105,0.25,0.43,0.18,0.03,0.005,0,0,0,0,0,0.22,0.475,0.105,0.14,0.055,0.005,0,0,0,9.011,0.689445,2.05734,48.9474,46.5854,40.6383,3.20182,1.93465,2.32198,0.26949,0.173095,0.199322,0.519124,0.416047,0.446455
"648","walking",0,0,0.035,0.14,0.155,0.285,0.16,0.145,0.075,0.005,0.12,0.305,0.405,0.155,0.015,0,0,0,0,0,0.01,0.165,0.455,0.16,0.12,0.07,0.01,0.01,0,0,9.06038,0.398506,2.56899,45.4762,43.8636,38.8,3.24583,1.76977,2.45168,0.281023,0.157191,0.215428,0.530116,0.396473,0.464143
"649","walking",0.285,0.335,0.275,0.09,0.01,0.005,0,0,0,0,0,0.005,0.1,0.085,0.085,0.255,0.275,0.17,0.02,0.005,0.155,0.475,0.2,0.085,0.045,0.015,0.005,0.02,0,0,-0.771711,9.13993,-0.3031,38.9796,38.0392,31.8644,2.20675,3.19102,2.74948,0.198859,0.282578,0.293561,0.445936,0.531581,0.541812
"650","walking",0.225,0.375,0.28,0.07,0.025,0.01,0.005,0,0,0.01,0,0,0.06,0.11,0.11,0.285,0.245,0.15,0.02,0.02,0.165,0.47,0.24,0.055,0.04,0.015,0.015,0,0,0,-0.489314,9.14405,-0.54331,39,35.6364,31.6393,2.43074,3.00269,2.40726,0.255256,0.27222,0.253793,0.505228,0.521747,0.503779
"651","walking",0.185,0.28,0.29,0.16,0.045,0.015,0.02,0,0.005,0,0,0,0.065,0.095,0.12,0.235,0.29,0.115,0.06,0.02,0.175,0.535,0.165,0.06,0.02,0.04,0.005,0,0,0,0.378207,9.3684,-0.579063,38.6275,38.2353,33.7931,2.90931,3.14502,2.15145,0.276267,0.281297,0.233209,0.525611,0.530374,0.482917
"652","walking",0.145,0.28,0.33,0.155,0.045,0.01,0.015,0.015,0.005,0,0,0,0.055,0.11,0.095,0.29,0.25,0.15,0.04,0.01,0.215,0.48,0.19,0.04,0.04,0.03,0.005,0,0,0,0.659837,9.34079,-0.609755,39.5918,38.4,32.931,2.79266,2.83054,2.16653,0.277759,0.257099,0.226742,0.527029,0.50705,0.476174
"653","walking",0.165,0.275,0.3,0.15,0.055,0.025,0.015,0.005,0.005,0.005,0,0.01,0.04,0.13,0.105,0.29,0.215,0.125,0.055,0.03,0.155,0.56,0.165,0.05,0.04,0.015,0.005,0.005,0.005,0,0.688096,9.26165,-0.420242,38.4314,38.2,34.4643,2.91469,3.09201,2.14125,0.288359,0.285584,0.235072,0.536991,0.534401,0.484843
"654","walking",0.19,0.275,0.25,0.175,0.065,0.01,0.02,0,0.01,0.005,0.005,0,0.075,0.115,0.105,0.295,0.22,0.095,0.06,0.03,0.19,0.515,0.155,0.06,0.05,0.02,0.01,0,0,0,0.561775,9.00467,-0.466443,36.2264,36.0377,32.8814,3.1209,3.28763,2.15512,0.303049,0.303317,0.221772,0.550499,0.550742,0.470927
"655","walking",0.215,0.215,0.305,0.145,0.06,0.025,0.005,0.02,0.005,0.005,0,0,0.105,0.08,0.06,0.295,0.26,0.135,0.045,0.02,0.19,0.505,0.17,0.055,0.03,0.015,0.015,0.015,0,0.005,0.578732,9.31241,-0.500658,38.6,37.8431,30.9677,3.11324,3.2116,2.59119,0.312256,0.296018,0.291711,0.558798,0.544076,0.540102
"656","walking",0.155,0.33,0.255,0.16,0.045,0.03,0.01,0,0.015,0,0,0.005,0.03,0.14,0.11,0.28,0.255,0.09,0.07,0.02,0.205,0.52,0.16,0.05,0.045,0.01,0.005,0,0.005,0,0.41607,9.24053,-0.754429,38,34.6429,32.2034,2.98117,3.09456,2.20364,0.305397,0.282138,0.235475,0.552627,0.531167,0.485257
"657","walking",0.205,0.27,0.25,0.16,0.06,0.02,0.01,0.015,0.005,0.005,0,0,0.05,0.105,0.075,0.32,0.26,0.135,0.04,0.015,0.2,0.515,0.155,0.06,0.03,0.04,0,0,0,0,0.656191,9.47849,-0.670251,37.6923,39.1837,32.3729,3.20999,2.82688,2.21004,0.313067,0.259441,0.23235,0.559524,0.509354,0.482027
"658","walking",0.195,0.27,0.25,0.16,0.06,0.04,0.005,0.01,0.01,0,0,0.005,0.085,0.115,0.065,0.29,0.215,0.13,0.065,0.03,0.215,0.51,0.155,0.055,0.035,0.02,0.005,0.005,0,0,0.579202,9.29135,-0.820364,36.5385,38.4314,33.3333,3.18407,3.35563,2.32532,0.308594,0.306226,0.250581,0.555512,0.553377,0.50058
"659","walking",0.215,0.245,0.265,0.155,0.065,0.015,0.02,0.005,0.015,0,0,0,0.075,0.125,0.07,0.315,0.215,0.12,0.06,0.02,0.195,0.515,0.18,0.04,0.045,0.005,0.02,0,0,0,0.663269,9.24863,-0.584102,39.7959,39.7959,31.6393,3.11069,3.21762,2.1441,0.300381,0.292871,0.231141,0.548071,0.541175,0.480771
"660","walking",0.165,0.255,0.305,0.18,0.065,0.015,0.005,0,0.005,0.005,0,0.005,0.04,0.12,0.105,0.275,0.28,0.09,0.06,0.025,0.165,0.55,0.175,0.055,0.035,0,0.01,0.01,0,0,0.595462,9.35137,-0.668539,35.3704,35.283,31.6393,2.82659,2.96804,2.14536,0.278445,0.279213,0.226559,0.527679,0.528406,0.475982
"661","walking",0.215,0.245,0.29,0.13,0.06,0.025,0.015,0.005,0.015,0,0,0,0.065,0.13,0.07,0.325,0.215,0.11,0.055,0.03,0.235,0.495,0.145,0.05,0.045,0.015,0.01,0,0,0.005,0.53695,9.23572,-0.928697,39.7872,37.8846,32.2951,3.20667,3.12608,2.44256,0.318866,0.290775,0.26482,0.564682,0.539236,0.514607
"662","walking",0.17,0.27,0.28,0.18,0.045,0.03,0.005,0.01,0.005,0.005,0,0,0.07,0.085,0.11,0.275,0.28,0.115,0.05,0.015,0.225,0.545,0.12,0.035,0.035,0.025,0.005,0.005,0.005,0,0.69443,9.39544,-0.79059,39.5918,38.8,34.8214,3.00183,2.96823,2.15062,0.296217,0.27426,0.243411,0.544258,0.523698,0.493367
"663","walking",0.16,0.33,0.27,0.145,0.055,0.005,0.015,0.005,0.015,0,0,0,0.055,0.14,0.06,0.31,0.27,0.095,0.055,0.015,0.225,0.5,0.155,0.05,0.035,0.015,0.015,0,0.005,0,0.559671,9.23598,-0.874281,37.1698,36.4815,30,2.80035,2.98674,2.35359,0.281793,0.276701,0.257558,0.530842,0.526023,0.507501
"664","walking",0.19,0.235,0.28,0.175,0.065,0.01,0.03,0.005,0.01,0,0,0,0.035,0.145,0.09,0.255,0.295,0.09,0.06,0.03,0.215,0.485,0.17,0.06,0.05,0.005,0,0.01,0,0.005,0.806768,9.41301,-0.728529,40,37.6471,33.5088,3.096,3.12728,2.39848,0.300077,0.284317,0.265903,0.547793,0.533214,0.515658
"665","walking",0.185,0.29,0.255,0.175,0.04,0.015,0.01,0.01,0.015,0.005,0,0.01,0.075,0.115,0.07,0.295,0.24,0.13,0.03,0.035,0.18,0.54,0.16,0.05,0.035,0.02,0.01,0,0.005,0,0.657246,9.17311,-0.650745,40.4348,38.3673,35.1852,3.19465,3.20842,2.24058,0.316319,0.29533,0.243166,0.562423,0.543443,0.493119
"666","walking",0.275,0.165,0.285,0.2,0.065,0.01,0,0,0,0,0.95,0.05,0,0,0,0,0,0,0,0,0.16,0.335,0.275,0.11,0.04,0.025,0.045,0.01,0,0,-0.0967608,-9.95767,0.676176,43.1111,45.6098,39.3878,3.09932,3.46138,3.00982,0.278006,0.298339,0.296697,0.527262,0.546204,0.544699
"667","walking",0.305,0.245,0.21,0.17,0.055,0.01,0.005,0,0,0,0.93,0.07,0,0,0,0,0,0,0,0,0.175,0.25,0.3,0.125,0.04,0.055,0.02,0.01,0.02,0.005,-1.11727,-9.73222,1.09241,44.7727,41.9565,33.5088,3.68091,3.66978,3.3841,0.345169,0.315429,0.328955,0.587511,0.56163,0.573546
"668","walking",0.355,0.23,0.18,0.19,0.02,0.02,0.005,0,0,0,0.92,0.08,0,0,0,0,0,0,0,0,0.17,0.195,0.365,0.12,0.055,0.06,0.005,0.02,0,0.01,-1.16753,-9.74696,1.21258,44.6512,41.9565,33.8596,3.5858,3.509,3.06515,0.322741,0.307855,0.303987,0.568103,0.554847,0.55135
